Brand,Model,Year,Milage,Transmission,Location,Color,Fuel,Price,Post Date
Renault || ﻮﻨﻳﺭ,9,1984,52221,ﻝﺍﻮﻴﻧﺎﻣ,ﻯﺩﺎﻌﻤﻟﺍ,ﻖﻣﺎﻏ ﺮﻀﺧﺍ,ﻦﻳﺰﻨﺑ,569140,2025-03-04
Kia || ﺎﻴﻛ,Picanto || ﻮﺘﻧﺎﻜﻴﺑ,2016,110000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,530000,2025-03-04
Kia || ﺎﻴﻛ,Cerato || ﻮﺗﺍﺮﻴﺳ,2010,122000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,580000,2025-03-04
Chery || ﻯﺮﻴﺷ,Arrizo 5 || 5 ﻭﺰﻳﺭﺍ,2021,90000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺮﺼﻣ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,569000,2025-02-11
Toyota || ﺎﺗﻮﻳﻮﺗ,Yaris || ﺲﻳﺭﺎﻳ,2007,275231,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,420000,2025-03-04
Mercedes || ﺱﺪﻴﺳﺮﻣ,C 220,1996,250000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻞﻴﻨﻤﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,600000,2025-03-04
Volkswagen || ﻦﻏﺎﻓ ﺲﻜﻟﻮﻓ,Jetta || ﺎﺘﻴﺟ,1996,250000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻞﻴﻨﻤﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,655000,2025-03-04
Daewoo || ﻮﻳﺍﺩ,Nubira 2 || 2 ﺍﺮﻴﺑﻮﻧ,2003,212000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺪﻳﺍﺯ ﺦﻴﺸﻟﺍ ﺔﻨﻳﺪﻣ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,300000,2025-03-04
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Captiva || ﺎﻔﻴﺘﺑﺎﻛ,2021,85000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,950000,2025-03-04
MG || ﻰﺟ ﻡﺍ,GT || ﻰﺗ ﻰﺟ,2023,11000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﺑﺎﺒﻣﺇ,ﻲﻨﺑ,ﻦﻳﺰﻨﺑ,1100000,2025-03-04
Peugeot || ﻮﺠﻴﺑ,3008,2013,135000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺎﻬﻨﺑ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,640000,2025-03-04
Byd || ﻯﺩ ﻯﺍﻭ ﻰﺑ,F3,2024,12000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,605000,2025-03-04
Nissan || ﻥﺎﺴﻴﻧ,Qashqai || ﻱﺎﻘﺸﻗ,2018,252000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻧﺎﺠﻧﺫﺎﺑ,ﻦﻳﺰﻨﺑ,995000,2025-03-04
Skoda || ﺍﺩﻮﻜﺳ,A5 || Octavia A5 ﺎﻴﻓﺎﺘﻛﻭﺍ,2008,158000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,560000,2025-03-04
Seat || ﺕﺎﻴﺳ,Ibiza || ﺍﺰﻴﺑﺍ,2020,90000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺮﺼﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,860000,2025-03-04
Seat || ﺕﺎﻴﺳ,Ibiza || ﺍﺰﻴﺑﺍ,2021,90000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,800000,2025-03-04
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Optra || ﺍﺮﺘﺑﻭﺃ,2009,260000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻕﺍﺭﻮﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,350000,2025-03-04
Skoda || ﺍﺩﻮﻜﺳ,Rapid || ﺪﻴﺑﺍﺭ,2015,159000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻯﺩﺎﻌﻤﻟﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,645000,2025-03-04
Toyota || ﺎﺗﻮﻳﻮﺗ,Corolla || ﻻﻭﺭﻮﻛ,2021,54000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻦﻴﺳﺪﻨﻬﻤﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1150000,2025-03-04
Fiat || ﺕﺎﻴﻓ,128,1986,105182,ﻝﺍﻮﻴﻧﺎﻣ,ﻚﻟﺎﻣﺰﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,360677,2025-03-04
Chery || ﻯﺮﻴﺷ,Arrizo 5 || 5 ﻭﺰﻳﺭﺍ,2021,198000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺝﺎﻫﻮﺳ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,500000,2025-03-04
Mercedes || ﺱﺪﻴﺳﺮﻣ,EQA,2021,198000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺝﺎﻫﻮﺳ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,2450000,2025-03-04
Suzuki || ﻰﻛﻭﺯﻮﺳ,Ciaz || ﺯﺎﻴﺳ,2022,30000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻰﻤﺠﻌﻟﺍ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,850000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Tucson || ﻥﺎﺳﻮﺗ,2022,30000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻰﻤﺠﻌﻟﺍ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,1290000,2025-03-04
Honda || ﺍﺪﻧﻮﻫ,City || ﻰﺘﻴﺳ,2008,75000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,345000,2025-03-04
Daewoo || ﻮﻳﺍﺩ,Nubira 2 || 2 ﺍﺮﻴﺑﻮﻧ,1999,250000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻥﺍﻮﻠﺣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,220000,2025-03-04
Ssang Yong || ﺞﻧﻮﻳ ﺞﻧﺎﺳ,Tivoli || ﻰﻟﻮﻔﻴﺗ,2020,120000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺲﻧﺮﻛﺩ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,850000,2025-03-04
Volkswagen || ﻦﻏﺎﻓ ﺲﻜﻟﻮﻓ,Passat || ﺕﺎﺳﺎﺑ,2020,120000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺲﻧﺮﻛﺩ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1975000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Elantra || ﺍﺮﺘﻨﻟﺇ,2008,300000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺦﻴﺸﻟﺍ ﻡﺮﺷ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,550000,2025-03-04
MG || ﻰﺟ ﻡﺍ,5,2022,66814,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻦﻴﺳﺪﻨﻬﻤﻟﺍ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,900000,2025-03-04
Volkswagen || ﻦﻏﺎﻓ ﺲﻜﻟﻮﻓ,Passat || ﺕﺎﺳﺎﺑ,2021,110000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻠﺤﻤﻟﺍ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,1575000,2025-03-04
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,N300,2022,66814,ﻝﺍﻮﻴﻧﺎﻣ,ﻦﻴﺳﺪﻨﻬﻤﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,574000,2025-03-04
Kia || ﺎﻴﻛ,Xceed || ﺪﻴﺴﻛﺍ,2022,66814,ﻝﺍﻮﻴﻧﺎﻣ,ﻦﻴﺳﺪﻨﻬﻤﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,695000,2025-03-04
Renault || ﻮﻨﻳﺭ,Megane || ﻥﺎﺠﻴﻣ,2022,66814,ﻝﺍﻮﻴﻧﺎﻣ,ﻦﻴﺳﺪﻨﻬﻤﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,950000,2025-03-04
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,330,2005,200000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻱﺰﻧﻭﺮﺑ,ﻦﻳﺰﻨﺑ,600000,2025-02-20
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Optra || ﺍﺮﺘﺑﻭﺃ,2021,90000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﻲﻟﻭﺮﺘﺑ,ﻦﻳﺰﻨﺑ,630000,2025-03-04
Suzuki || ﻰﻛﻭﺯﻮﺳ,Swift || ﺖﻔﻳﻮﺳ,2025,3826,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻰﻗﺪﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,910000,2025-03-04
Byd || ﻯﺩ ﻯﺍﻭ ﻰﺑ,F3,2018,138000,ﻝﺍﻮﻴﻧﺎﻣ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,380000,2025-03-04
Peugeot || ﻮﺠﻴﺑ,3008,2025,2000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,2425000,2025-03-04
Nissan || ﻥﺎﺴﻴﻧ,Qashqai || ﻱﺎﻘﺸﻗ,2017,160000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺎﻄﻨﻃ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,890000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Elantra AD || ﻯﺩ ﻯﺍ ﺍﺮﺘﻨﻟﺇ,2018,95000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻰﺘﻨﻳﺪﻣ,ﻲﻨﺑ,ﻦﻳﺰﻨﺑ,950000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,RB || Accent RB ﺖﻨﺴﻛﺍ,2014,267000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺝﺎﻫﻮﺳ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,580000,2025-03-04
Toyota || ﺎﺗﻮﻳﻮﺗ,Corolla || ﻻﻭﺭﻮﻛ,2008,300000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺪﻳﺍﺯ ﺦﻴﺸﻟﺍ ﺔﻨﻳﺪﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,515000,2025-03-04
Mercedes || ﺱﺪﻴﺳﺮﻣ,C 180,2008,300000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺪﻳﺍﺯ ﺦﻴﺸﻟﺍ ﺔﻨﻳﺪﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,2190000,2025-02-14
Mercedes || ﺱﺪﻴﺳﺮﻣ,C 180,2008,300000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺪﻳﺍﺯ ﺦﻴﺸﻟﺍ ﺔﻨﻳﺪﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1800000,2025-03-04
Mercedes || ﺱﺪﻴﺳﺮﻣ,E 200,1998,228000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻢﻄﻘﻤﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,650000,2025-03-04
Skoda || ﺍﺩﻮﻜﺳ,Superb || ﺏﺮﻴﺑﻮﺳ,2019,130000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﻮﻴﻔﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1525000,2025-02-06
Seat || ﺕﺎﻴﺳ,Ibiza || ﺍﺰﻴﺑﺍ,2022,87000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,1040000,2025-03-04
Daewoo || ﻮﻳﺍﺩ,Nubira 2 || 2 ﺍﺮﻴﺑﻮﻧ,2001,220000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,230000,2025-03-04
Suzuki || ﻰﻛﻭﺯﻮﺳ,Alto || ﻮﺘﻟﺍ,2015,220000,ﻝﺍﻮﻴﻧﺎﻣ,ﻁﺎﻴﻣﺩ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,250000,2025-03-04
Opel || ﻞﺑﻭﺍ,Astra || ﺍﺮﺘﺳﺃ,2006,200000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻴﻗﺮﺸﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,270000,2025-03-04
Mitsubishi || ﻲﺸﻴﺑﻮﺴﺘﻴﻣ,Lancer Puma || ﺔﻣﻮﺑ ﺮﺴﻧﻻ,2009,315000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻖﻳﺯﺎﻗﺰﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,575000,2025-03-04
Nissan || ﻥﺎﺴﻴﻧ,Sunny || ﻰﻨﺻ,2022,140000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,580000,2025-03-04
Land Rover || ﺮﻓﻭﺭ ﺪﻧﻻ,Sport || ﺕﺭﻮﺒﺳ ﺮﻓﻭﺭ ﺞﻧﺭ,2022,140000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,3600000,2025-02-21
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,320,2022,140000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1850000,2025-02-19
Mercedes || ﺱﺪﻴﺳﺮﻣ,C 200 AMG,2022,140000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,2900000,2025-02-22
Land Rover || ﺮﻓﻭﺭ ﺪﻧﻻ,Velar || ﺭﻼﻴﻓ,2022,140000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,4300000,2025-02-25
Mercedes || ﺱﺪﻴﺳﺮﻣ,E 200 AMG,2022,140000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,4400000,2025-03-04
Opel || ﻞﺑﻭﺍ,Insignia || ﺎﻴﻨﺠﻴﺴﻧﺃ,2016,180000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,850000,2025-03-04
Skoda || ﺍﺩﻮﻜﺳ,A5 || Octavia A5 ﺎﻴﻓﺎﺘﻛﻭﺍ,2007,240000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﺳﺍﺩﺮﻛ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,630000,2025-03-04
Peugeot || ﻮﺠﻴﺑ,405,2011,210000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,250000,2025-03-04
Mercedes || ﺱﺪﻴﺳﺮﻣ,E 200,2021,15800,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,4150000,2025-03-04
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Optra || ﺍﺮﺘﺑﻭﺃ,2020,125000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺍﺮﺒﺷ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,505000,2025-03-04
Daihatsu || ﻮﺴﺗﺎﻬﻳﺍﺩ,Materia || ﺎﻳﺮﻴﺗﺎﻣ,2008,225000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺎﻨﻗ,ﻖﻣﺎﻏ ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,650000,2025-03-04
Renault || ﻮﻨﻳﺭ,Captur || ﺮﺸﺘﺑﺎﻛ,2008,225000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺎﻨﻗ,ﻖﻣﺎﻏ ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,700000,2025-03-04
Speranza || ﺍﺰﻧﺍﺮﻴﺒﺳﺍ,A516,2008,150000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻱﺰﻧﻭﺮﺑ,ﻦﻳﺰﻨﺑ,200000,2025-03-04
Kia || ﺎﻴﻛ,Cerato || ﻮﺗﺍﺮﻴﺳ,2011,161000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻧﺎﺠﻧﺫﺎﺑ,ﻦﻳﺰﻨﺑ,650000,2025-03-04
Peugeot || ﻮﺠﻴﺑ,301,2018,121000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺎﻛﻮﻣ,ﻦﻳﺰﻨﺑ,580000,2025-03-04
Fiat || ﺕﺎﻴﻓ,128,1984,52221,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﺑﺎﺒﻣﺇ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,360677,2025-03-04
Volkswagen || ﻦﻏﺎﻓ ﺲﻜﻟﻮﻓ,Polo || ﻮﻟﻮﺑ,1995,171379,ﻝﺍﻮﻴﻧﺎﻣ,ﻁﺎﻴﻣﺩ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,185000,2025-03-04
Opel || ﻞﺑﻭﺍ,Astra || ﺍﺮﺘﺳﺃ,2013,190000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,580000,2025-03-04
Mercedes || ﺱﺪﻴﺳﺮﻣ,C 200 AMG,2024,9000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺮﺼﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,3550000,2025-03-04
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,316,2008,168000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1500000,2025-03-04
Mazda || ﺍﺩﺯﺎﻣ,3 || Mazda 3,2007,350000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻰﺘﻨﻳﺪﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,440000,2025-03-04
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Aveo || ﻮﻴﻓﺍ,2011,195000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﺳﺍﺩﺮﻛ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,350000,2025-03-04
Suzuki || ﻰﻛﻭﺯﻮﺳ,Swift || ﺖﻔﻳﻮﺳ,2011,195000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﺳﺍﺩﺮﻛ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,810000,2025-03-03
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,320,2017,16000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻖﻳﺯﺎﻗﺰﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,2400000,2025-03-04
Mercedes || ﺱﺪﻴﺳﺮﻣ,E 200 AMG,2019,89669,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻖﻳﺯﺎﻗﺰﻟﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,3995000,2025-03-04
Opel || ﻞﺑﻭﺍ,Grandland || ﺪﻧﻻ ﺪﻧﺍﺮﺟ,2024,14900,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1850000,2025-03-04
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Optra || ﺍﺮﺘﺑﻭﺃ,2024,14900,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,600000,2025-03-04
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Aveo || ﻮﻴﻓﺍ,2020,111000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻖﻳﺯﺎﻗﺰﻟﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,560000,2025-03-04
Opel || ﻞﺑﻭﺍ,Corsa || ﺎﺳﺭﻮﻛ,2011,110000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﺍﺮﻫﻻﺍ ﻖﺋﺍﺪﺣ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,430000,2025-03-04
Audi || ﻱﺩﻭﺍ,Q5,2011,280000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1100000,2025-03-04
Toyota || ﺎﺗﻮﻳﻮﺗ,Corolla || ﻻﻭﺭﻮﻛ,2015,228000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺎﻨﺴﻳﻮﻗ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,800000,2025-03-04
Skoda || ﺍﺩﻮﻜﺳ,A5 || Octavia A5 ﺎﻴﻓﺎﺘﻛﻭﺍ,2008,240000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,550000,2025-03-04
Kia || ﺎﻴﻛ,Cerato || ﻮﺗﺍﺮﻴﺳ,2008,240000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,870000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Elantra CN7 || 7 ﻥﺍ ﻰﺳ ﺍﺮﺘﻨﻟﺇ,2008,240000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,765000,2025-03-04
Nissan || ﻥﺎﺴﻴﻧ,Juke || ﻙﻮﺟ,2022,60000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻰﺘﻨﻳﺪﻣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1150000,2025-03-04
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,N300,2019,162000,ﻝﺍﻮﻴﻧﺎﻣ,ﻥﺍﻮﻠﺣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,340000,2025-03-04
Nissan || ﻥﺎﺴﻴﻧ,Sunny || ﻰﻨﺻ,2023,20000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,545000,2025-03-04
Peugeot || ﻮﺠﻴﺑ,301,2015,239000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,435000,2025-03-04
Mitsubishi || ﻲﺸﻴﺑﻮﺴﺘﻴﻣ,Lancer EX Shark || ﻙﺭﺎﺷ ﺲﻛﺍ ﻯﺍ ﺮﺴﻧﻻ,2016,170000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻥﺍﻮﻠﺣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,620000,2025-02-25
