Brand,Model,Year,Milage,Transmission,Location,Color,Fuel,Price,Post Date
Opel || ﻞﺑﻭﺍ,Astra || ﺍﺮﺘﺳﺃ,2021,51000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,910000,2025-04-05
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Optra || ﺍﺮﺘﺑﻭﺃ,2021,51000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,350000,2025-04-05
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,X1,2013,189000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﻯﻭﺎﻤﺳ,ﻦﻳﺰﻨﺑ,950000,2025-04-05
Kia || ﺎﻴﻛ,Sportage || ﺝﺎﺗﺭﻮﺒﺳ,2013,189000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﻯﻭﺎﻤﺳ,ﻦﻳﺰﻨﺑ,1700000,2025-03-14
MG || ﻰﺟ ﻡﺍ,HS || ﺱﺍ ﺶﺗﺍ,2013,189000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﻯﻭﺎﻤﺳ,ﻦﻳﺰﻨﺑ,1200000,2025-03-03
Renault || ﻮﻨﻳﺭ,Duster || ﺮﺘﺳﺍﺩ,2019,145000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺎﻬﻨﺑ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,700000,2025-04-05
Skoda || ﺍﺩﻮﻜﺳ,Felicia combi || ﻲﺒﻣﻮﻛ ﺎﻴﺸﻴﻠﻴﻓ,1997,174883,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺮﻀﺧﺃ,ﻦﻳﺰﻨﺑ,125000,2025-04-05
Geely || ﻲﻠﻴﺟ,GX3 Pro || ﻭﺮﺑ ٣ ﺲﻛﺍ ﻰﺟ,2024,20000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,820000,2025-04-05
Kia || ﺎﻴﻛ,K3,2017,210000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻥﺎﻀﻣﺭ ﻦﻣ ﺮﺷﺎﻌﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,850000,2025-04-05
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Elantra AD || ﻯﺩ ﻯﺍ ﺍﺮﺘﻨﻟﺇ,2020,156000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,900000,2025-04-05
Brilliance || ﺲﻧﺎﻴﻠﻳﺮﺑ,V5,2019,75000,ﻝﺍﻮﻴﻧﺎﻣ,ﺮﺑﻮﺘﻛﺃ 6,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,850000,2025-04-05
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Optra || ﺍﺮﺘﺑﻭﺃ,2010,220000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,395000,2025-04-05
Subaru || ﻭﺭﺎﺑﻮﺳ,Legacy || ﻰﺳﺎﺠﻴﻟ,2005,260000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,430000,2025-04-05
Proton || ﻥﻮﺗﻭﺮﺑ,Gen 2 || 2 ﻦﻴﺟ,2009,180000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻴﻠﻴﻋﺎﻤﺳﻹﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,410000,2025-04-05
Speranza || ﺍﺰﻧﺍﺮﻴﺒﺳﺍ,A516,2010,200000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,260000,2025-04-05
Renault || ﻮﻨﻳﺭ,Fluence || ﺲﻧﺍﻮﻠﻓ,2014,100000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,600000,2025-04-05
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Optra || ﺍﺮﺘﺑﻭﺃ,2006,250000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺮﻀﺧﺃ,ﻦﻳﺰﻨﺑ,350000,2025-04-05
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,RB || Accent RB ﺖﻨﺴﻛﺍ,2012,165000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,510000,2025-04-05
Renault || ﻮﻨﻳﺭ,Megane || ﻥﺎﺠﻴﻣ,2005,290000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,275000,2025-04-05
Renault || ﻮﻨﻳﺭ,Logan || ﻥﺎﺟﻮﻟ,2015,170000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻴﻓﻮﻨﻤﻟﺍ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,380000,2025-04-05
Byd || ﻯﺩ ﻯﺍﻭ ﻰﺑ,F3,2021,80000,ﻝﺍﻮﻴﻧﺎﻣ,ﻡﺮﻬﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,575000,2025-04-05
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Captiva || ﺎﻔﻴﺘﺑﺎﻛ,2021,45000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺎﻬﻨﺑ,ﻖﻣﺎﻏ ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,1060000,2025-04-05
Chery || ﻯﺮﻴﺷ,Arrizo 5 || 5 ﻭﺰﻳﺭﺍ,2022,36000,ﻝﺍﻮﻴﻧﺎﻣ,ﺦﻴﺸﻟﺍ ﺮﻔﻛ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,550000,2025-04-05
Opel || ﻞﺑﻭﺍ,Corsa || ﺎﺳﺭﻮﻛ,2022,36000,ﻝﺍﻮﻴﻧﺎﻣ,ﺦﻴﺸﻟﺍ ﺮﻔﻛ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,670000,2025-04-05
Kia || ﺎﻴﻛ,Picanto || ﻮﺘﻧﺎﻜﻴﺑ,2019,100000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,665000,2025-04-05
Opel || ﻞﺑﻭﺍ,Astra || ﺍﺮﺘﺳﺃ,2019,100000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,800000,2025-04-05
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Cruze || ﺯﻭﺮﻛ,2013,198000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻯﺩﺎﻌﻤﻟﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,410000,2025-04-05
Jeep || ﺐﻴﺟ,Liberty || ﻰﺗﺮﻴﺒﻴﻟ,2005,276000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻴﻠﻴﻋﺎﻤﺳﻹﺍ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,560000,2025-04-05
Fiat || ﺕﺎﻴﻓ,Punto || ﻮﺘﻧﻮﺑ,2002,177000,ﻝﺍﻮﻴﻧﺎﻣ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,210000,2025-04-05
Kia || ﺎﻴﻛ,Cerato Koup || ﻪﻴﺑﻮﻛ ﻮﺗﺍﺮﻴﺳ,2011,158000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,575000,2025-04-05
Volkswagen || ﻦﻏﺎﻓ ﺲﻜﻟﻮﻓ,Caddy || ﻯﺩﺎﻛ,2008,299000,ﻝﺍﻮﻴﻧﺎﻣ,ﺭﻮﺒﻌﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,430000,2025-04-05
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,GDI || Tucson GDI ﻥﺎﺳﻮﺗ,2008,299000,ﻝﺍﻮﻴﻧﺎﻣ,ﺭﻮﺒﻌﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1450000,2025-04-05
Mercedes || ﺱﺪﻴﺳﺮﻣ,E 300,2020,130000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻦﻴﺳﺪﻨﻬﻤﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,2900000,2025-04-05
Opel || ﻞﺑﻭﺍ,Vectra || ﺍﺮﺘﻜﻴﻓ,1995,270000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,170000,2025-04-05
Chery || ﻯﺮﻴﺷ,Tiggo 3 || 3 ﻮﺠﻴﺗ,2020,130000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,300000,2025-03-01
Toyota || ﺎﺗﻮﻳﻮﺗ,Avensis || ﺲﻴﺴﻨﻓﺃ,2013,170000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,300000,2025-02-05
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Elantra MD || ﻯﺩ ﻡﺍ ﺍﺮﺘﻨﻟﺇ,2016,160000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻱﺰﻧﻭﺮﺑ,ﻦﻳﺰﻨﺑ,380000,2025-01-31
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,XD,2006,170000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,510000,2025-02-07
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Aveo || ﻮﻴﻓﺍ,2015,135000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻖﻣﺎﻏ ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,200000,2025-02-07
Kia || ﺎﻴﻛ,Sportage || ﺝﺎﺗﺭﻮﺒﺳ,2019,113000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,675000,2025-02-16
Suzuki || ﻰﻛﻭﺯﻮﺳ,Swift || ﺖﻔﻳﻮﺳ,2022,45000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,362500,2025-02-25
Domy || ﻯﺎﻣﻭﺩ,X5,2019,90000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺮﺼﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,475000,2025-03-25
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,RB || Accent RB ﺖﻨﺴﻛﺍ,2019,80000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,690000,2025-04-05
Cupra || ﺍﺮﺑﻮﻛ,Formentor || ﺭﻮﺘﻨﻴﻣﺭﻮﻓ,2024,11000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,2250000,2025-04-05
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Lanos || ﺱﻮﻧﻻ,2011,300000,ﻝﺍﻮﻴﻧﺎﻣ,ﺍﺮﺒﺷ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,250000,2025-04-05
Opel || ﻞﺑﻭﺍ,Astra || ﺍﺮﺘﺳﺃ,2015,135000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,700000,2025-04-05
Daewoo || ﻮﻳﺍﺩ,Lanos || ﺱﻮﻧﻻ,1996,177868,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,240000,2025-04-05
Renault || ﻮﻨﻳﺭ,Sandero Step Way || ( ﻯﺍﻭ  ﺐﻴﺘﺳ )  ﻭﺮﻳﺪﻧﺎﺳ,2021,70000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻱﺰﻧﻭﺮﺑ,ﻦﻳﺰﻨﺑ,670000,2025-04-05
Kia || ﺎﻴﻛ,Sportage || ﺝﺎﺗﺭﻮﺒﺳ,2020,59000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1590000,2025-04-05
Renault || ﻮﻨﻳﺭ,Megane || ﻥﺎﺠﻴﻣ,2020,68000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻱﺰﻧﻭﺮﺑ,ﻦﻳﺰﻨﺑ,900000,2025-04-05
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Captiva || ﺎﻔﻴﺘﺑﺎﻛ,2022,71500,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1100000,2025-04-05
Ford || ﺩﺭﻮﻓ,Ranger || ﺮﺠﻨﻳﺭ,2008,150000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺰﻴﺠﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,460000,2025-04-05
Skoda || ﺍﺩﻮﻜﺳ,Felicia || ﺎﻴﺸﻴﻠﻴﻓ,1997,135000,ﻝﺍﻮﻴﻧﺎﻣ,ﻥﺍﻮﻠﺣ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,145000,2025-04-05
Geely || ﻲﻠﻴﺟ,Emgrand 7 || 7 ﺪﻧﺍﺮﺠﻣﺍ,2016,161000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,270000,2025-04-05
Subaru || ﻭﺭﺎﺑﻮﺳ,XV,2016,235000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,800000,2025-04-05
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,318,2000,200000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,540000,2025-04-05
Fiat || ﺕﺎﻴﻓ,Tipo || ﻮﺒﻴﺗ,2022,185000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺕﺍﺩﺎﺴﻟﺍ ﺔﻨﻳﺪﻣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,750000,2025-04-05
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Optra || ﺍﺮﺘﺑﻭﺃ,2007,275000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻥﺎﻀﻣﺭ ﻦﻣ ﺮﺷﺎﻌﻟﺍ,ﻲﻟﻭﺮﺘﺑ,ﻦﻳﺰﻨﺑ,410000,2025-04-05
Kia || ﺎﻴﻛ,Cerato || ﻮﺗﺍﺮﻴﺳ,2007,150000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻴﻠﻴﻋﺎﻤﺳﻹﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,530000,2025-04-05
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Accent || ﺖﻨﺴﻛﺍ,2006,250000,ﻝﺍﻮﻴﻧﺎﻣ,ﻕﻭﺮﺸﻟﺍ,ﻯﻭﺎﻤﺳ,ﻦﻳﺰﻨﺑ,275000,2025-04-05
Chery || ﻯﺮﻴﺷ,Tiggo || ﻮﺠﻴﺗ,2017,102000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﻖﻣﺎﻏ ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,550000,2025-04-05
Kia || ﺎﻴﻛ,Cerato Koup || ﻪﻴﺑﻮﻛ ﻮﺗﺍﺮﻴﺳ,2011,200000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,560000,2025-04-05
Kia || ﺎﻴﻛ,Sorento || ﻮﺘﻨﻳﺭﻮﺳ,2023,31421,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,2990000,2025-01-22
Ford || ﺩﺭﻮﻓ,Fusion || ﻦﺟﻮﻴﻓ,2023,29833,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1485000,2025-02-08
Mercedes || ﺱﺪﻴﺳﺮﻣ,C 180,2023,25418,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,2325000,2025-02-18
Kia || ﺎﻴﻛ,Sorento || ﻮﺘﻨﻳﺭﻮﺳ,2024,35000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,3050000,2025-02-18
Jeep || ﺐﻴﺟ,Grand Cherokee || ﻲﻛﻭﺮﻴﺷ ﺪﻧﺍﺮﺟ,2024,35000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,3500000,2025-04-05
Renault || ﻮﻨﻳﺭ,Duster || ﺮﺘﺳﺍﺩ,2018,125000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻥﻮﺗﺍﺮﻴﺷ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,670000,2025-04-05
Chery || ﻯﺮﻴﺷ,Tiggo 8 Pro Max || ﺲﻛﺎﻣ ﻭﺮﺑ 8 ﻮﺠﻴﺗ,2018,125000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻥﻮﺗﺍﺮﻴﺷ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,1550000,2025-04-05
Mitsubishi || ﻲﺸﻴﺑﻮﺴﺘﻴﻣ,Lancer EX Shark || ﻙﺭﺎﺷ ﺲﻛﺍ ﻯﺍ ﺮﺴﻧﻻ,2018,208000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,800000,2025-04-05
Fiat || ﺕﺎﻴﻓ,Tipo || ﻮﺒﻴﺗ,2018,208000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,570000,2025-04-05
Kia || ﺎﻴﻛ,Picanto || ﻮﺘﻧﺎﻜﻴﺑ,2014,104000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻕﻭﺮﺸﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,500000,2025-04-05
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,RB || Accent RB ﺖﻨﺴﻛﺍ,2017,123000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺮﺼﻣ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,585000,2025-04-05
Opel || ﻞﺑﻭﺍ,Tigra || ﺍﺮﺠﻴﺗ,2017,123000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺮﺼﻣ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,290000,2025-04-05
Peugeot || ﻮﺠﻴﺑ,508,2020,115000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1350000,2025-04-05
Brilliance || ﺲﻧﺎﻴﻠﻳﺮﺑ,V5,2013,220000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺎﻛﻮﻣ,ﻦﻳﺰﻨﺑ,500000,2025-04-05
Chery || ﻯﺮﻴﺷ,Tiggo 7 || 7 ﻮﺠﻴﺗ,2025,11000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺮﺼﻣ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,1050000,2025-04-05
Toyota || ﺎﺗﻮﻳﻮﺗ,Yaris || ﺲﻳﺭﺎﻳ,2008,200000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﺍﺮﻫﻻﺍ ﻖﺋﺍﺪﺣ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,445000,2025-04-05
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Optra || ﺍﺮﺘﺑﻭﺃ,2015,160000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻯﺩﺎﻌﻤﻟﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,450000,2025-04-05
Skoda || ﺍﺩﻮﻜﺳ,A4 || Octavia A4 ﺎﻴﻓﺎﺘﻛﻭﺍ,2003,85000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺪﻴﺷﺭ,ﻯﻭﺎﻤﺳ,ﻦﻳﺰﻨﺑ,530000,2025-04-05
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Aveo || ﻮﻴﻓﺍ,2010,230000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,350000,2025-04-05
Chery || ﻯﺮﻴﺷ,Tiggo 7 || 7 ﻮﺠﻴﺗ,2021,31000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻯﺩﺎﻌﻤﻟﺍ,ﻲﻨﺑ,ﻦﻳﺰﻨﺑ,1000000,2025-04-05
Kia || ﺎﻴﻛ,Pegas || ﺱﺎﺠﻴﺑ,2021,31000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻯﺩﺎﻌﻤﻟﺍ,ﻲﻨﺑ,ﻦﻳﺰﻨﺑ,550000,2025-04-05
Daewoo || ﻮﻳﺍﺩ,Lanos 2 || 2 ﺱﻮﻧﻻ,2007,180000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﺑﺎﺒﻣﺇ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,420000,2025-04-05
Volkswagen || ﻦﻏﺎﻓ ﺲﻜﻟﻮﻓ,Polo || ﻮﻟﻮﺑ,1999,200000,ﻝﺍﻮﻴﻧﺎﻣ,ﻁﺎﻴﻣﺩ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,230000,2025-04-05
Chery || ﻯﺮﻴﺷ,Arrizo 5 || 5 ﻭﺰﻳﺭﺍ,1999,200000,ﻝﺍﻮﻴﻧﺎﻣ,ﻁﺎﻴﻣﺩ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,450000,2025-04-05
Kia || ﺎﻴﻛ,Rio || ﻮﻳﺭ,2013,190000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,475000,2025-04-05
